year,sample,serial,cbserial,hhwt,cluster,strata,gq,pernum,perwt,sex,age,ageorig,hcovany,educ,educd,empstat,empstatd,labforce,occ,ind,uhrswork,inctot,incwage,poverty
2023,2023 acs,1123257,2023001068931,99,2023011232571,672341,households under 1970 definition,1,99,female,28,,with health insurance coverage,5+ years of college,doctoral degree,employed,at work,"yes, in the labor force",3050,8191,40,104400,100000,501
2023,2023 acs,127185,2023000320970,66,2023001271851,731506,households under 1970 definition,1,65,female,49,,with health insurance coverage,4 years of college,bachelor's degree,employed,at work,"yes, in the labor force",20,8680,40,36000,36000,248
2023,2023 acs,906605,2023000169968,130,2023009066051,441336,households under 1970 definition,1,130,male,62,,with health insurance coverage,4 years of college,bachelor's degree,employed,at work,"yes, in the labor force",10,4370,40,21000,21000,245
2023,2023 acs,538095,2023001296901,175,2023005380951,240618,households under 1970 definition,1,175,female,65,,with health insurance coverage,2 years of college,"associate's degree, type not specified",not in labor force,not in labor force,"no, not in the labor force",3255,8191,n/a,166800,0,501
2023,2023 acs,203480,2023001116154,159,2023002034801,1070106,households under 1970 definition,1,158,male,67,,with health insurance coverage,nursery school to grade 4,grade 3,not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,34800,0,485
2023,2023 acs,243071,2023000200797,94,2023002430711,80108,households under 1970 definition,1,94,male,93,,with health insurance coverage,4 years of college,bachelor's degree,not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,193300,0,501
2023,2023 acs,742940,2023000633125,40,2023007429401,230027,households under 1970 definition,1,40,male,52,,with health insurance coverage,4 years of college,bachelor's degree,employed,at work,"yes, in the labor force",6050,170,60,105000,105000,501
2023,2023 acs,946820,2023000910476,58,2023009468201,410936,households under 1970 definition,4,70,female,26,,with health insurance coverage,1 year of college,"1 or more years of college credit, no degree",not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,6010,0,54
2023,2023 acs,785173,2023000623838,77,2023007851731,190829,households under 1970 definition,5,88,male,14,,with health insurance coverage,"grade 5, 6, 7, or 8",grade 7,n/a,n/a,n/a,0,0,n/a,9999999,n/a,350
2023,2023 acs,1433798,2023001101129,51,2023014337981,590751,households under 1970 definition,6,53,female,9,,with health insurance coverage,nursery school to grade 4,grade 4,n/a,n/a,n/a,0,0,n/a,9999999,n/a,298
2023,2023 acs,391248,2023010065119,16,2023003912481,30013,other group quarters,1,16,male,65,,with health insurance coverage,grade 12,ged or alternative credential,not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,26700,0,0
2023,2023 acs,112508,2023000169953,228,2023001125081,711806,households under 1970 definition,1,228,male,27,,with health insurance coverage,n/a or no schooling,no schooling completed,employed,at work,"yes, in the labor force",4020,8680,40,7000,7000,35
2023,2023 acs,944247,2023000864474,143,2023009442471,430336,households under 1970 definition,3,147,male,21,,with health insurance coverage,grade 12,regular high school diploma,employed,at work,"yes, in the labor force",3602,8170,36,23000,23000,501
2023,2023 acs,386344,2023001413166,126,2023003863441,330312,households under 1970 definition,1,126,female,84,,with health insurance coverage,grade 12,regular high school diploma,not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,3270,0,23
2023,2023 acs,206738,2023001149698,33,2023002067381,751406,households under 1970 definition,1,33,male,82,,with health insurance coverage,5+ years of college,professional degree beyond a bachelor's degree,not in labor force,not in labor force,"no, not in the labor force",2100,7270,2,280000,50000,501
2023,2023 acs,207628,2023001158988,157,2023002076281,850506,households under 1970 definition,2,199,male,64,,with health insurance coverage,4 years of college,bachelor's degree,employed,at work,"yes, in the labor force",230,8470,45,150140,150000,495
2023,2023 acs,1102579,2023000948584,20,2023011025791,2020040,households under 1970 definition,2,6,male,78,,with health insurance coverage,2 years of college,"associate's degree, type not specified",not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,31700,0,242
2023,2023 acs,793625,2023001084875,126,2023007936251,270229,households under 1970 definition,3,91,male,18,,with health insurance coverage,grade 12,"12th grade, no diploma",not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,0,0,470
2023,2023 acs,1174117,2023001022828,94,2023011741171,180242,households under 1970 definition,4,86,male,10,,with health insurance coverage,nursery school to grade 4,grade 3,n/a,n/a,n/a,0,0,n/a,9999999,n/a,501
2023,2023 acs,405015,2023000343218,44,2023004050151,430013,households under 1970 definition,2,51,male,37,,with health insurance coverage,2 years of college,"associate's degree, type not specified",employed,armed forces--at work,"yes, in the labor force",3870,9680,40,70000,70000,268
2023,2023 acs,1395100,2023000930303,79,2023013951001,4900349,households under 1970 definition,3,68,female,14,,with health insurance coverage,"grade 5, 6, 7, or 8",grade 7,n/a,n/a,n/a,0,0,n/a,9999999,n/a,286
2023,2023 acs,930240,2023000605102,32,2023009302401,130036,households under 1970 definition,2,32,male,32,,with health insurance coverage,grade 12,ged or alternative credential,employed,at work,"yes, in the labor force",1555,2980,40,47800,42000,306
2023,2023 acs,706505,2023000657658,94,2023007065051,300226,households under 1970 definition,2,102,female,45,,with health insurance coverage,4 years of college,bachelor's degree,employed,at work,"yes, in the labor force",2545,8470,30,18000,18000,501
2023,2023 acs,281261,2023001445475,60,2023002812611,2060209,households under 1970 definition,5,70,male,10,,with health insurance coverage,nursery school to grade 4,grade 4,n/a,n/a,n/a,0,0,n/a,9999999,n/a,459
2023,2023 acs,1492577,2023000109896,29,2023014925771,220055,households under 1970 definition,1,29,female,72,,with health insurance coverage,grade 12,regular high school diploma,not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,14200,0,439
2023,2023 acs,135962,2023000411142,250,2023001359621,30006,households under 1970 definition,2,261,male,43,,with health insurance coverage,1 year of college,"1 or more years of college credit, no degree",employed,at work,"yes, in the labor force",6260,770,50,23000,23000,293
2023,2023 acs,530824,2023000926176,46,2023005308241,360018,households under 1970 definition,1,46,female,29,,with health insurance coverage,4 years of college,bachelor's degree,employed,at work,"yes, in the labor force",2014,9160,35,29000,28000,474
2023,2023 acs,66249,2023000258506,11,2023000662491,50005,households under 1970 definition,1,12,female,36,,with health insurance coverage,4 years of college,bachelor's degree,employed,at work,"yes, in the labor force",4760,4871,40,37500,37500,487
2023,2023 acs,146548,2023000521519,36,2023001465481,1110806,households under 1970 definition,1,36,female,77,,with health insurance coverage,4 years of college,bachelor's degree,not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,123800,0,501
2023,2023 acs,1096647,2023000387372,80,2023010966471,2190040,households under 1970 definition,1,81,female,82,,with health insurance coverage,"grade 5, 6, 7, or 8",grade 8,not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,14550,0,457
2023,2023 acs,188234,2023000956737,215,2023001882341,652406,households under 1970 definition,1,215,female,39,,with health insurance coverage,2 years of college,"associate's degree, type not specified",employed,at work,"yes, in the labor force",310,8680,53,65000,65000,418
2023,2023 acs,750659,2023001106201,41,2023007506591,120027,households under 1970 definition,2,38,male,56,,with health insurance coverage,2 years of college,"associate's degree, type not specified",employed,at work,"yes, in the labor force",6230,770,40,64000,64000,302
2023,2023 acs,1103431,2023001028191,23,2023011034311,2050040,households under 1970 definition,2,23,female,61,,with health insurance coverage,grade 12,regular high school diploma,employed,at work,"yes, in the labor force",120,6871,40,75000,75000,501
2023,2023 acs,733866,2023000074207,17,2023007338661,60027,households under 1970 definition,2,18,female,71,,with health insurance coverage,grade 12,regular high school diploma,not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,18500,0,222
2023,2023 acs,698919,2023000398841,130,2023006989191,290426,households under 1970 definition,1,129,female,36,,with health insurance coverage,5+ years of college,master's degree,employed,at work,"yes, in the labor force",2006,8370,25,40000,40000,257
2023,2023 acs,1355532,2023001069584,398,2023013555321,520148,households under 1970 definition,1,398,male,56,,with health insurance coverage,4 years of college,bachelor's degree,employed,at work,"yes, in the labor force",1760,7870,40,94000,94000,501
2023,2023 acs,952340,2023001009255,15,2023009523401,260036,households under 1970 definition,1,15,female,76,,with health insurance coverage,grade 12,"some college, but less than 1 year",not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,1600,0,11
2023,2023 acs,473171,2023000449744,47,2023004731711,970317,households under 1970 definition,4,52,female,16,,with health insurance coverage,grade 9,grade 9,not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,0,0,501
2023,2023 acs,447223,2023000469047,104,2023004472231,40016,households under 1970 definition,1,104,male,70,,with health insurance coverage,grade 12,regular high school diploma,not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,24000,0,332
2023,2023 acs,1471826,2023001151828,62,2023014718261,2330253,households under 1970 definition,3,79,female,16,,with health insurance coverage,grade 11,grade 11,not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,1000,0,501
2023,2023 acs,21225,2023001191883,67,2023000212251,280101,households under 1970 definition,1,66,female,33,,with health insurance coverage,1 year of college,"1 or more years of college credit, no degree",not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,9600,0,167
2023,2023 acs,424118,2023000997508,8,2023004241181,370013,households under 1970 definition,2,8,female,41,,with health insurance coverage,grade 12,"some college, but less than 1 year",not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,0,0,320
2023,2023 acs,471341,2023000396833,123,2023004713411,430317,households under 1970 definition,2,142,male,40,,with health insurance coverage,2 years of college,"associate's degree, type not specified",employed,at work,"yes, in the labor force",140,2880,50,50000,50000,234
2023,2023 acs,1028271,2023001413177,117,2023010282711,120737,households under 1970 definition,1,118,male,28,,with health insurance coverage,grade 12,"some college, but less than 1 year",unemployed,unemployed,"yes, in the labor force",1530,7380,46,57000,57000,367
2023,2023 acs,1158812,2023000613878,23,2023011588121,260042,households under 1970 definition,1,23,female,33,,with health insurance coverage,grade 12,ged or alternative credential,employed,at work,"yes, in the labor force",3500,8270,16,30000,30000,237
2023,2023 acs,104372,2023000083680,92,2023001043721,711206,households under 1970 definition,1,93,female,27,,with health insurance coverage,4 years of college,bachelor's degree,employed,at work,"yes, in the labor force",5240,1280,40,58000,58000,373
2023,2023 acs,646225,2023001328251,76,2023006462251,110724,households under 1970 definition,3,73,female,89,,with health insurance coverage,1 year of college,"1 or more years of college credit, no degree",not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,22000,0,501
2023,2023 acs,943030,2023000841998,56,2023009430301,430736,households under 1970 definition,2,42,male,44,,with health insurance coverage,5+ years of college,master's degree,employed,at work,"yes, in the labor force",1032,7380,50,180600,180000,501
2023,2023 acs,251615,2023000709079,111,2023002516151,50108,households under 1970 definition,1,110,male,33,,with health insurance coverage,2 years of college,"associate's degree, type not specified",unemployed,unemployed,"yes, in the labor force",4850,4590,50,3000,3000,19
2023,2023 acs,156668,2023000627006,57,2023001566681,530206,households under 1970 definition,2,73,male,47,,with health insurance coverage,grade 12,regular high school diploma,employed,at work,"yes, in the labor force",6200,770,40,75000,75000,455
2023,2023 acs,831900,2023000757899,31,2023008319001,50133,households under 1970 definition,1,30,male,39,,with health insurance coverage,4 years of college,bachelor's degree,employed,at work,"yes, in the labor force",2360,7890,45,46600,30000,501
2023,2023 acs,849200,2023000451453,101,2023008492001,190534,households under 1970 definition,4,76,male,17,,with health insurance coverage,grade 12,regular high school diploma,not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,0,0,463
2023,2023 acs,43426,2023000549413,109,2023000434261,190704,households under 1970 definition,2,113,male,17,,with health insurance coverage,grade 11,grade 11,not in labor force,not in labor force,"no, not in the labor force",4020,8680,20,10100,10100,119
2023,2023 acs,160013,2023000661566,46,2023001600131,810506,households under 1970 definition,2,41,female,62,,with health insurance coverage,4 years of college,bachelor's degree,employed,at work,"yes, in the labor force",5550,6370,40,84000,60000,501
2023,2023 acs,160525,2023000666919,104,2023001605251,732406,households under 1970 definition,3,104,male,27,,with health insurance coverage,grade 12,"some college, but less than 1 year",unemployed,unemployed,"yes, in the labor force",4020,8680,20,13800,12000,501
2023,2023 acs,1104585,2023001142422,89,2023011045851,2040040,households under 1970 definition,2,96,female,36,,with health insurance coverage,grade 12,regular high school diploma,employed,at work,"yes, in the labor force",3255,7970,40,30000,30000,228
2023,2023 acs,790468,2023000914438,51,2023007904681,110129,households under 1970 definition,2,65,male,32,,with health insurance coverage,5+ years of college,professional degree beyond a bachelor's degree,employed,at work,"yes, in the labor force",2100,7270,60,55000,55000,501
2023,2023 acs,727623,2023001391988,79,2023007276231,320126,households under 1970 definition,3,112,male,38,,with health insurance coverage,grade 12,regular high school diploma,employed,at work,"yes, in the labor force",4760,4891,40,23000,23000,501
2023,2023 acs,230134,2023001394284,394,2023002301341,731506,households under 1970 definition,2,349,female,19,,with health insurance coverage,grade 12,regular high school diploma,employed,at work,"yes, in the labor force",4110,8680,30,15000,15000,160
2023,2023 acs,708520,2023000727312,84,2023007085201,320726,households under 1970 definition,3,64,female,19,,with health insurance coverage,grade 12,ged or alternative credential,employed,at work,"yes, in the labor force",4600,8670,25,4000,4000,247
2023,2023 acs,1511487,2023001183790,44,2023015114871,200055,households under 1970 definition,1,43,male,29,,with health insurance coverage,4 years of college,bachelor's degree,employed,at work,"yes, in the labor force",5740,9480,40,60700,42700,501
2023,2023 acs,1052303,2023000373461,118,2023010523031,270339,households under 1970 definition,1,117,female,69,,with health insurance coverage,grade 12,regular high school diploma,not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,23000,0,160
2023,2023 acs,1514025,2023001327685,207,2023015140251,120055,households under 1970 definition,3,299,male,25,,with health insurance coverage,grade 12,"some college, but less than 1 year",employed,at work,"yes, in the labor force",9600,3291,40,50000,50000,501
2023,2023 acs,369392,2023001130757,74,2023003693921,950712,households under 1970 definition,2,60,male,31,,with health insurance coverage,grade 12,regular high school diploma,employed,at work,"yes, in the labor force",4020,8680,8,600,600,51
2023,2023 acs,144141,2023000495833,69,2023001441411,375706,households under 1970 definition,1,69,female,51,,with health insurance coverage,grade 12,regular high school diploma,employed,at work,"yes, in the labor force",2545,7860,45,50000,50000,363
2023,2023 acs,1251299,2023001098713,50,2023012512991,290047,households under 1970 definition,1,50,female,81,,with health insurance coverage,grade 12,"some college, but less than 1 year",not in labor force,not in labor force,"no, not in the labor force",5860,3291,n/a,19500,0,136
2023,2023 acs,16186,2023000842327,50,2023000161861,280301,households under 1970 definition,1,50,female,50,,with health insurance coverage,grade 12,regular high school diploma,not in labor force,not in labor force,"no, not in the labor force",5740,770,n/a,0,0,501
2023,2023 acs,805994,2023010064826,82,2023008059941,40031,other group quarters,1,82,male,42,,with health insurance coverage,grade 12,regular high school diploma,employed,at work,"yes, in the labor force",8740,5491,40,17600,17600,0
2023,2023 acs,957801,2023001108181,109,2023009578011,431236,households under 1970 definition,3,75,male,16,,with health insurance coverage,grade 10,grade 10,not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,8400,0,301
2023,2023 acs,691577,2023000147611,101,2023006915771,320326,households under 1970 definition,2,120,male,61,,no health insurance coverage,4 years of college,bachelor's degree,not in labor force,not in labor force,"no, not in the labor force",1022,7380,40,92200,86000,501
2023,2023 acs,733630,2023000059295,38,2023007336301,10127,households under 1970 definition,2,32,male,44,,with health insurance coverage,grade 12,ged or alternative credential,employed,at work,"yes, in the labor force",7150,8770,40,35000,35000,501
2023,2023 acs,1136573,2023000018756,170,2023011365731,120042,households under 1970 definition,3,118,female,53,,with health insurance coverage,1 year of college,"1 or more years of college credit, no degree",employed,at work,"yes, in the labor force",4521,8990,60,12000,12000,77
2023,2023 acs,19397,2023001061351,60,2023000193971,130101,households under 1970 definition,1,60,female,70,,with health insurance coverage,1 year of college,"1 or more years of college credit, no degree",not in labor force,not in labor force,"no, not in the labor force",5720,7270,n/a,13700,0,96
2023,2023 acs,673354,2023001003138,29,2023006733541,60125,households under 1970 definition,2,29,female,36,,with health insurance coverage,4 years of college,bachelor's degree,employed,at work,"yes, in the labor force",630,8370,25,30000,30000,343
2023,2023 acs,1048505,2023000265403,50,2023010485051,250039,households under 1970 definition,4,39,female,11,,with health insurance coverage,nursery school to grade 4,grade 4,n/a,n/a,n/a,0,0,n/a,9999999,n/a,346
2023,2023 acs,1221051,2023001435276,47,2023012210511,80045,households under 1970 definition,3,72,female,9,,with health insurance coverage,nursery school to grade 4,grade 3,n/a,n/a,n/a,0,0,n/a,9999999,n/a,501
2023,2023 acs,1103443,2023001029886,27,2023011034431,2200040,households under 1970 definition,2,28,male,82,,with health insurance coverage,grade 9,grade 9,not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,14000,0,70
2023,2023 acs,855960,2023000724551,33,2023008559601,200134,households under 1970 definition,1,33,male,46,,with health insurance coverage,5+ years of college,master's degree,employed,at work,"yes, in the labor force",5120,9160,50,60000,60000,386
2023,2023 acs,1496511,2023000332614,24,2023014965111,230055,households under 1970 definition,1,25,female,60,,with health insurance coverage,1 year of college,"1 or more years of college credit, no degree",employed,at work,"yes, in the labor force",440,9370,8,71000,39000,501
2023,2023 acs,1072479,2023000957591,108,2023010724791,340639,households under 1970 definition,4,105,male,18,,with health insurance coverage,grade 12,regular high school diploma,employed,at work,"yes, in the labor force",5240,4871,20,8000,8000,51
2023,2023 acs,1383771,2023001432272,46,2023013837711,590548,households under 1970 definition,3,51,female,7,,with health insurance coverage,nursery school to grade 4,grade 1,n/a,n/a,n/a,0,0,n/a,9999999,n/a,76
2023,2023 acs,8342,2023000314495,42,2023000083421,180101,households under 1970 definition,1,42,male,31,,with health insurance coverage,2 years of college,"associate's degree, type not specified",employed,armed forces--at work,"yes, in the labor force",1007,9680,40,40000,40000,300
2023,2023 acs,129105,2023000341335,343,2023001291051,652506,households under 1970 definition,2,318,male,58,,with health insurance coverage,grade 10,grade 10,not in labor force,not in labor force,"no, not in the labor force",7210,6180,n/a,0,0,288
2023,2023 acs,935222,2023000695038,57,2023009352221,90436,households under 1970 definition,6,43,female,72,,with health insurance coverage,grade 12,regular high school diploma,not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,4000,0,192
2023,2023 acs,1080275,2023001181332,93,2023010802751,330139,households under 1970 definition,2,96,female,30,,with health insurance coverage,2 years of college,"associate's degree, type not specified",employed,at work,"yes, in the labor force",630,7970,35,50000,50000,501
2023,2023 acs,1043470,2023000120223,40,2023010434701,190039,households under 1970 definition,1,39,male,54,,with health insurance coverage,2 years of college,"associate's degree, type not specified",employed,at work,"yes, in the labor force",1555,3390,40,48500,48500,383
2023,2023 acs,733103,2023000026212,16,2023007331031,50127,households under 1970 definition,1,16,male,59,,with health insurance coverage,1 year of college,"1 or more years of college credit, no degree",employed,at work,"yes, in the labor force",7700,2390,45,53000,53000,341
2023,2023 acs,1449416,2023000127955,30,2023014494161,2570153,additional households under 1990 definition,4,53,male,10,,with health insurance coverage,nursery school to grade 4,grade 4,n/a,n/a,n/a,0,0,n/a,9999999,n/a,501
2023,2023 acs,253918,2023000845238,67,2023002539181,50208,households under 1970 definition,2,55,male,56,,with health insurance coverage,5+ years of college,master's degree,employed,at work,"yes, in the labor force",2320,7860,40,53000,53000,501
2023,2023 acs,324478,2023000391333,124,2023003244781,1150112,households under 1970 definition,1,124,female,47,,with health insurance coverage,grade 12,ged or alternative credential,employed,at work,"yes, in the labor force",4710,6992,50,80000,80000,501
2023,2023 acs,1018780,2023001109392,350,2023010187801,120237,households under 1970 definition,2,491,male,13,,with health insurance coverage,"grade 5, 6, 7, or 8",grade 6,n/a,n/a,n/a,0,0,n/a,9999999,n/a,147
2023,2023 acs,486623,2023000823378,97,2023004866231,910017,households under 1970 definition,2,57,female,6,,with health insurance coverage,nursery school to grade 4,grade 1,n/a,n/a,n/a,0,0,n/a,9999999,n/a,184
2023,2023 acs,1478522,2023001457986,52,2023014785221,2530253,households under 1970 definition,2,57,male,22,,with health insurance coverage,grade 12,"12th grade, no diploma",employed,at work,"yes, in the labor force",9570,770,42,35000,35000,246
2023,2023 acs,1214008,2023000991626,58,2023012140081,50145,households under 1970 definition,1,57,female,53,,with health insurance coverage,grade 10,grade 10,not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,1000,0,56
2023,2023 acs,1306509,2023000447655,21,2023013065091,60048,households under 1970 definition,1,21,male,45,,no health insurance coverage,4 years of college,bachelor's degree,employed,at work,"yes, in the labor force",4850,1770,48,55000,55000,257
2023,2023 acs,333189,2023000533908,16,2023003331891,690212,households under 1970 definition,1,16,male,73,,with health insurance coverage,4 years of college,bachelor's degree,not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,37000,0,258
2023,2023 acs,1028658,2023001424748,53,2023010286581,120237,households under 1970 definition,2,58,female,36,,with health insurance coverage,4 years of college,bachelor's degree,employed,at work,"yes, in the labor force",735,3080,45,90000,90000,501
2023,2023 acs,1379577,2023001378358,122,2023013795771,461748,households under 1970 definition,2,125,male,44,,with health insurance coverage,2 years of college,"associate's degree, type not specified",employed,at work,"yes, in the labor force",9130,6290,40,20000,20000,104
2023,2023 acs,1436569,2023001214239,89,2023014365691,1770051,households under 1970 definition,3,78,female,80,,with health insurance coverage,grade 12,regular high school diploma,not in labor force,not in labor force,"no, not in the labor force",5420,9390,n/a,22000,0,501
2023,2023 acs,1060482,2023000610093,514,2023010604821,330139,households under 1970 definition,2,430,female,less than 1 year old,,with health insurance coverage,n/a or no schooling,n/a,n/a,n/a,n/a,0,0,n/a,9999999,n/a,353
2023,2023 acs,120451,2023000251752,68,2023001204511,373706,households under 1970 definition,1,68,male,55,,with health insurance coverage,1 year of college,"1 or more years of college credit, no degree",employed,at work,"yes, in the labor force",7200,8770,40,80000,80000,425
2023,2023 acs,857122,2023000773091,71,2023008571221,80034,households under 1970 definition,1,71,male,77,,with health insurance coverage,5+ years of college,master's degree,not in labor force,not in labor force,"no, not in the labor force",4700,5581,n/a,95000,0,501
2023,2023 acs,728666,2023001427424,74,2023007286661,170426,households under 1970 definition,1,74,female,65,,with health insurance coverage,1 year of college,"1 or more years of college credit, no degree",employed,at work,"yes, in the labor force",8990,2370,40,42200,42200,294
2023,2023 acs,1256615,2023001355993,132,2023012566151,250347,households under 1970 definition,5,133,female,9,,with health insurance coverage,nursery school to grade 4,grade 3,n/a,n/a,n/a,0,0,n/a,9999999,n/a,501
2023,2023 acs,18654,2023001008252,91,2023000186541,40301,households under 1970 definition,1,91,male,29,,with health insurance coverage,4 years of college,bachelor's degree,employed,at work,"yes, in the labor force",6240,1990,40,54000,54000,435
2023,2023 acs,315798,2023000247039,29,2023003157981,599812,households under 1970 definition,4,38,female,5,,with health insurance coverage,nursery school to grade 4,"nursery school, preschool",n/a,n/a,n/a,0,0,n/a,9999999,n/a,200
2023,2023 acs,216085,2023001246901,115,2023002160851,410406,households under 1970 definition,1,115,male,80,,with health insurance coverage,5+ years of college,master's degree,not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,506000,0,501
2023,2023 acs,1037712,2023010127451,7,2023010377121,380339,group quarters--institutions,1,7,female,94,,with health insurance coverage,4 years of college,bachelor's degree,not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,65400,0,0
2023,2023 acs,931453,2023000627309,68,2023009314531,450236,households under 1970 definition,4,129,male,11,,with health insurance coverage,"grade 5, 6, 7, or 8",grade 6,n/a,n/a,n/a,0,0,n/a,9999999,n/a,389
2023,2023 acs,1263593,2023010065929,7,2023012635931,180048,group quarters--institutions,1,7,female,83,,with health insurance coverage,grade 12,regular high school diploma,not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,6000,0,0
2023,2023 acs,876773,2023000315164,93,2023008767731,90035,households under 1970 definition,6,75,male,15,,with health insurance coverage,grade 10,grade 10,n/a,n/a,n/a,0,0,n/a,0,n/a,286
2023,2023 acs,336124,2023000582434,104,2023003361241,850012,households under 1970 definition,1,105,male,40,,no health insurance coverage,n/a or no schooling,no schooling completed,employed,at work,"yes, in the labor force",4251,7770,40,31200,31200,163
2023,2023 acs,508693,2023001440818,71,2023005086931,970117,households under 1970 definition,2,65,female,71,,with health insurance coverage,grade 12,regular high school diploma,not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,26000,0,277
2023,2023 acs,1392059,2023000558739,66,2023013920591,1100449,households under 1970 definition,2,66,male,65,,with health insurance coverage,5+ years of college,master's degree,employed,at work,"yes, in the labor force",10,3390,60,322000,150000,501
2023,2023 acs,705644,2023000629000,46,2023007056441,170126,households under 1970 definition,3,50,male,14,,with health insurance coverage,"grade 5, 6, 7, or 8",grade 8,n/a,n/a,n/a,0,0,n/a,9999999,n/a,261
2023,2023 acs,863023,2023001014450,78,2023008630231,250134,households under 1970 definition,2,78,female,73,,with health insurance coverage,grade 11,grade 11,not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,0,0,501
2023,2023 acs,581739,2023000610820,31,2023005817391,170121,households under 1970 definition,2,46,male,58,,no health insurance coverage,grade 12,"12th grade, no diploma",employed,at work,"yes, in the labor force",205,180,48,15000,0,76
2023,2023 acs,240006,2023000018830,55,2023002400061,60108,households under 1970 definition,2,46,male,32,,no health insurance coverage,grade 12,ged or alternative credential,employed,at work,"yes, in the labor force",4010,8680,30,18000,18000,116
2023,2023 acs,930669,2023000613140,30,2023009306691,210036,households under 1970 definition,3,41,male,19,,with health insurance coverage,grade 12,regular high school diploma,unemployed,unemployed,"yes, in the labor force",6305,770,40,21000,21000,265
2023,2023 acs,350992,2023000827100,48,2023003509921,111312,households under 1970 definition,1,49,female,87,,with health insurance coverage,4 years of college,bachelor's degree,not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,10100,0,70
2023,2023 acs,337121,2023000598058,102,2023003371211,990512,households under 1970 definition,1,103,male,51,,no health insurance coverage,grade 12,regular high school diploma,employed,at work,"yes, in the labor force",2360,7880,40,33800,33800,395
2023,2023 acs,747435,2023000912466,43,2023007474351,90127,households under 1970 definition,1,43,female,38,,with health insurance coverage,grade 12,regular high school diploma,employed,at work,"yes, in the labor force",120,6890,40,75000,75000,449
2023,2023 acs,1445651,2023010135257,62,2023014456511,2630353,other group quarters,1,62,male,39,,with health insurance coverage,5+ years of college,doctoral degree,employed,at work,"yes, in the labor force",2205,7870,40,91000,91000,0
2023,2023 acs,218012,2023001266965,27,2023002180121,670106,households under 1970 definition,1,27,male,71,,with health insurance coverage,grade 12,"12th grade, no diploma",not in labor force,not in labor force,"no, not in the labor force",7315,4265,n/a,11900,0,83
2023,2023 acs,215657,2023001242426,51,2023002156571,730806,households under 1970 definition,2,50,female,73,,with health insurance coverage,grade 12,regular high school diploma,not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,0,0,501
2023,2023 acs,587436,2023001054473,239,2023005874361,120021,households under 1970 definition,2,235,female,51,,with health insurance coverage,grade 12,regular high school diploma,employed,at work,"yes, in the labor force",7700,3570,40,50000,50000,501
2023,2023 acs,106019,2023000101137,104,2023001060191,732606,households under 1970 definition,2,109,male,57,,with health insurance coverage,4 years of college,bachelor's degree,employed,at work,"yes, in the labor force",850,6970,40,240000,240000,501
2023,2023 acs,1173222,2023000997952,82,2023011732221,151242,households under 1970 definition,1,83,female,65,,with health insurance coverage,2 years of college,"associate's degree, type not specified",not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,23800,0,354
2023,2023 acs,181284,2023000884402,61,2023001812841,732306,households under 1970 definition,3,57,male,9,,with health insurance coverage,nursery school to grade 4,grade 3,n/a,n/a,n/a,0,0,n/a,9999999,n/a,501
2023,2023 acs,1258579,2023001447255,134,2023012585791,250147,households under 1970 definition,2,136,female,57,,no health insurance coverage,grade 12,regular high school diploma,not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,0,0,80
2023,2023 acs,1471372,2023001128949,21,2023014713721,2670153,households under 1970 definition,5,13,male,10,,with health insurance coverage,nursery school to grade 4,grade 4,n/a,n/a,n/a,0,0,n/a,9999999,n/a,246
2023,2023 acs,1120539,2023000846466,112,2023011205391,390441,households under 1970 definition,2,137,male,46,,with health insurance coverage,4 years of college,bachelor's degree,employed,at work,"yes, in the labor force",1640,190,40,87000,87000,501
