year,sample,serial,cbserial,hhwt,cluster,strata,gq,pernum,perwt,sex,age,ageorig,hcovany,educ,educd,empstat,empstatd,labforce,occ,ind,uhrswork,inctot,incwage,poverty
2023,2023 acs,499116,2023001174687,100,2023004991161,315517,households under 1970 definition,2,53,male,33,,with health insurance coverage,1 year of college,"1 or more years of college credit, no degree",employed,at work,"yes, in the labor force",910,6890,70,40000,40000,403
2023,2023 acs,768812,2023001286795,82,2023007688121,70028,households under 1970 definition,1,82,female,62,,with health insurance coverage,2 years of college,"associate's degree, type not specified",employed,at work,"yes, in the labor force",4220,8680,26,12000,12000,77
2023,2023 acs,1473025,2023001207246,85,2023014730251,2670253,households under 1970 definition,1,85,female,57,,with health insurance coverage,grade 12,"some college, but less than 1 year",employed,at work,"yes, in the labor force",650,9380,40,78000,78000,501
2023,2023 acs,1151714,2023000421233,92,2023011517141,70142,households under 1970 definition,1,92,female,60,,with health insurance coverage,2 years of college,"associate's degree, type not specified",not in labor force,not in labor force,"no, not in the labor force",440,7980,n/a,0,0,118
2023,2023 acs,925037,2023000508982,63,2023009250371,180236,households under 1970 definition,4,60,female,16,,with health insurance coverage,grade 10,grade 10,not in labor force,not in labor force,"no, not in the labor force",4020,8590,20,4000,4000,382
2023,2023 acs,526157,2023000686924,234,2023005261571,180118,households under 1970 definition,2,223,female,47,,with health insurance coverage,2 years of college,"associate's degree, type not specified",not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,0,0,258
2023,2023 acs,1188761,2023001415535,134,2023011887611,322942,households under 1970 definition,1,134,male,66,,with health insurance coverage,grade 12,"some college, but less than 1 year",not in labor force,not in labor force,"no, not in the labor force",6442,580,n/a,21300,0,200
2023,2023 acs,464099,2023000191429,64,2023004640991,1430017,households under 1970 definition,3,70,female,23,,with health insurance coverage,grade 12,"12th grade, no diploma",employed,at work,"yes, in the labor force",9640,8390,12,14800,3800,300
2023,2023 acs,580177,2023000496623,50,2023005801771,100021,households under 1970 definition,2,50,male,53,,with health insurance coverage,grade 12,regular high school diploma,not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,0,0,268
2023,2023 acs,53199,2023001024734,100,2023000531991,13004,households under 1970 definition,1,101,male,67,,with health insurance coverage,grade 9,grade 9,not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,20900,0,192
2023,2023 acs,821511,2023000719656,33,2023008215111,41032,households under 1970 definition,2,44,male,65,,with health insurance coverage,grade 12,regular high school diploma,not in labor force,not in labor force,"no, not in the labor force",4020,8660,n/a,9830,0,249
2023,2023 acs,2760,2023010133832,6,2023000027601,280301,other group quarters,1,6,female,44,,with health insurance coverage,1 year of college,"1 or more years of college credit, no degree",not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,10800,0,0
2023,2023 acs,289829,2023010002476,44,2023002898291,479812,group quarters--institutions,1,44,male,55,,with health insurance coverage,grade 12,ged or alternative credential,not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,0,0,0
2023,2023 acs,812198,2023000995786,80,2023008121981,70131,households under 1970 definition,4,101,male,20,,with health insurance coverage,grade 12,regular high school diploma,not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,0,0,501
2023,2023 acs,180550,2023000876618,52,2023001805501,750706,households under 1970 definition,2,49,female,70,,with health insurance coverage,nursery school to grade 4,kindergarten,not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,33000,0,249
2023,2023 acs,568618,2023001142887,17,2023005686181,110120,households under 1970 definition,1,17,male,57,,with health insurance coverage,n/a or no schooling,no schooling completed,not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,11800,0,76
2023,2023 acs,1089992,2023010004702,7,2023010899921,2010040,group quarters--institutions,1,7,female,89,,with health insurance coverage,grade 12,regular high school diploma,not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,5200,0,0
2023,2023 acs,1116089,2023000483811,46,2023011160891,930041,households under 1970 definition,1,45,female,29,,with health insurance coverage,grade 12,"some college, but less than 1 year",employed,at work,"yes, in the labor force",8255,5481,30,14000,14000,58
2023,2023 acs,157427,2023000634355,62,2023001574271,470206,households under 1970 definition,2,69,male,35,,with health insurance coverage,4 years of college,bachelor's degree,employed,"has job, not working","yes, in the labor force",230,7870,40,60000,60000,501
2023,2023 acs,583856,2023000774960,111,2023005838561,40021,households under 1970 definition,1,112,female,49,,with health insurance coverage,grade 12,ged or alternative credential,employed,at work,"yes, in the labor force",1920,3490,40,65000,65000,325
2023,2023 acs,121020,2023000257637,55,2023001210201,372206,households under 1970 definition,1,55,female,63,,with health insurance coverage,2 years of college,"associate's degree, type not specified",not in labor force,not in labor force,"no, not in the labor force",520,4265,n/a,60000,0,386
2023,2023 acs,611533,2023001273387,62,2023006115331,90122,households under 1970 definition,2,78,female,80,,with health insurance coverage,grade 12,"some college, but less than 1 year",not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,8300,0,416
2023,2023 acs,691155,2023000133928,159,2023006911551,180126,households under 1970 definition,2,160,female,20,,with health insurance coverage,1 year of college,"1 or more years of college credit, no degree",employed,at work,"yes, in the labor force",5260,7860,23,3100,3100,20
2023,2023 acs,483700,2023000741689,23,2023004837001,1110217,households under 1970 definition,1,23,male,55,,with health insurance coverage,grade 12,regular high school diploma,employed,at work,"yes, in the labor force",8255,1990,40,52000,52000,334
2023,2023 acs,410861,2023000541949,121,2023004108611,250013,households under 1970 definition,3,113,male,less than 1 year old,,with health insurance coverage,n/a or no schooling,n/a,n/a,n/a,n/a,0,0,n/a,9999999,n/a,501
2023,2023 acs,298618,2023010143272,74,2023002986181,1150112,other group quarters,1,74,female,19,,with health insurance coverage,1 year of college,"1 or more years of college credit, no degree",not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,0,0,0
2023,2023 acs,357480,2023000933944,40,2023003574801,990812,households under 1970 definition,1,41,female,58,,with health insurance coverage,5+ years of college,professional degree beyond a bachelor's degree,employed,at work,"yes, in the labor force",2100,7860,45,148350,148000,501
2023,2023 acs,470228,2023000365085,19,2023004702281,730017,households under 1970 definition,1,19,male,68,,with health insurance coverage,grade 12,ged or alternative credential,not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,29700,0,139
2023,2023 acs,756119,2023001440155,64,2023007561191,280027,households under 1970 definition,1,64,male,23,,with health insurance coverage,5+ years of college,professional degree beyond a bachelor's degree,employed,at work,"yes, in the labor force",7220,4891,40,50000,50000,370
2023,2023 acs,984414,2023000004901,71,2023009844141,310137,households under 1970 definition,1,71,male,47,,with health insurance coverage,5+ years of college,master's degree,employed,at work,"yes, in the labor force",310,8680,40,542000,535000,501
2023,2023 acs,873988,2023010019206,46,2023008739881,40035,group quarters--institutions,1,46,male,33,,with health insurance coverage,grade 10,grade 10,not in labor force,not in labor force,"no, not in the labor force",9130,7790,n/a,0,0,0
2023,2023 acs,1333895,2023000796515,15,2023013338951,520148,households under 1970 definition,5,18,female,15,,with health insurance coverage,grade 9,grade 9,n/a,n/a,n/a,0,0,n/a,0,n/a,226
2023,2023 acs,1295920,2023000311406,93,2023012959201,460648,households under 1970 definition,2,104,male,43,,with health insurance coverage,"grade 5, 6, 7, or 8",grade 6,employed,at work,"yes, in the labor force",8225,2670,40,30000,30000,144
2023,2023 acs,1144731,2023000234485,202,2023011447311,220042,households under 1970 definition,2,222,female,80,,with health insurance coverage,"grade 5, 6, 7, or 8",grade 7,not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,10800,0,108
2023,2023 acs,461467,2023000116929,120,2023004614671,315917,households under 1970 definition,1,120,male,64,,with health insurance coverage,1 year of college,"1 or more years of college credit, no degree",employed,at work,"yes, in the labor force",10,3960,41,176000,140000,501
2023,2023 acs,595075,2023000003864,415,2023005950751,40022,households under 1970 definition,2,387,male,2,,with health insurance coverage,n/a or no schooling,n/a,n/a,n/a,n/a,0,0,n/a,9999999,n/a,206
2023,2023 acs,267685,2023000104255,90,2023002676851,2020609,households under 1970 definition,3,106,female,15,,with health insurance coverage,grade 9,grade 9,n/a,n/a,n/a,0,0,n/a,0,n/a,94
2023,2023 acs,236267,2023001458381,85,2023002362671,770806,households under 1970 definition,1,85,female,60,,with health insurance coverage,2 years of college,"associate's degree, type not specified",employed,at work,"yes, in the labor force",2545,7860,31,37900,21900,244
2023,2023 acs,1003822,2023000622680,118,2023010038221,530137,households under 1970 definition,1,119,male,63,,with health insurance coverage,grade 12,regular high school diploma,employed,at work,"yes, in the labor force",4220,6070,1,36000,36000,232
2023,2023 acs,1471328,2023001126676,55,2023014713281,2050253,households under 1970 definition,3,103,male,16,,with health insurance coverage,grade 10,grade 10,not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,0,0,501
2023,2023 acs,48925,2023000811457,26,2023000489251,110104,households under 1970 definition,3,8,male,35,,no health insurance coverage,1 year of college,"1 or more years of college credit, no degree",employed,at work,"yes, in the labor force",4210,7770,45,41000,41000,501
2023,2023 acs,103741,2023000077249,553,2023001037411,1010006,households under 1970 definition,2,389,female,62,,with health insurance coverage,"grade 5, 6, 7, or 8",grade 6,not in labor force,not in labor force,"no, not in the labor force",4230,7690,5,10000,0,107
2023,2023 acs,879856,2023000841630,39,2023008798561,70635,households under 1970 definition,3,52,female,33,,with health insurance coverage,5+ years of college,master's degree,employed,at work,"yes, in the labor force",2002,7860,42,55000,55000,501
2023,2023 acs,413950,2023000648449,196,2023004139501,140213,households under 1970 definition,1,196,female,45,,with health insurance coverage,4 years of college,bachelor's degree,employed,at work,"yes, in the labor force",51,7380,40,16500,16500,106
2023,2023 acs,238835,2023010131838,9,2023002388351,20008,other group quarters,1,9,male,36,,with health insurance coverage,grade 12,regular high school diploma,employed,at work,"yes, in the labor force",20,8680,50,47000,47000,0
2023,2023 acs,738347,2023000348157,27,2023007383471,30127,households under 1970 definition,1,27,male,56,,with health insurance coverage,2 years of college,"associate's degree, type not specified",employed,at work,"yes, in the labor force",335,8590,40,130000,130000,501
2023,2023 acs,419997,2023000858820,61,2023004199971,70213,households under 1970 definition,2,56,male,47,,with health insurance coverage,1 year of college,"1 or more years of college credit, no degree",employed,at work,"yes, in the labor force",160,6390,40,70000,70000,501
2023,2023 acs,1083489,2023001274517,94,2023010834891,380239,households under 1970 definition,2,137,male,61,,with health insurance coverage,grade 12,"some college, but less than 1 year",employed,at work,"yes, in the labor force",9130,6170,50,81000,75000,405
2023,2023 acs,689928,2023000091446,31,2023006899281,120026,households under 1970 definition,1,31,male,69,,with health insurance coverage,2 years of college,"associate's degree, type not specified",not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,45300,0,501
2023,2023 acs,1518999,2023001450599,31,2023015189991,20056,households under 1970 definition,1,30,male,66,,with health insurance coverage,1 year of college,"1 or more years of college credit, no degree",not in labor force,not in labor force,"no, not in the labor force",3870,9470,n/a,0,0,111
2023,2023 acs,807226,2023000121354,146,2023008072261,60031,households under 1970 definition,1,146,male,27,,with health insurance coverage,2 years of college,"associate's degree, type not specified",employed,at work,"yes, in the labor force",3740,9470,62,62000,60000,475
2023,2023 acs,462155,2023000135958,599,2023004621551,315717,households under 1970 definition,1,599,female,59,,with health insurance coverage,4 years of college,bachelor's degree,employed,at work,"yes, in the labor force",2016,9480,40,48000,48000,309
2023,2023 acs,1390143,2023000325373,55,2023013901431,4900449,households under 1970 definition,5,51,male,1,,with health insurance coverage,n/a or no schooling,n/a,n/a,n/a,n/a,0,0,n/a,9999999,n/a,501
2023,2023 acs,174786,2023000815969,50,2023001747861,851806,households under 1970 definition,2,57,female,81,,with health insurance coverage,"grade 5, 6, 7, or 8",grade 6,not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,9400,0,372
2023,2023 acs,974254,2023001405858,73,2023009742541,441236,households under 1970 definition,2,72,male,13,,with health insurance coverage,"grade 5, 6, 7, or 8",grade 5,n/a,n/a,n/a,0,0,n/a,9999999,n/a,3
2023,2023 acs,1388593,2023000132745,130,2023013885931,4900149,households under 1970 definition,3,97,male,6,,with health insurance coverage,nursery school to grade 4,"nursery school, preschool",n/a,n/a,n/a,0,0,n/a,9999999,n/a,318
2023,2023 acs,202069,2023001101574,51,2023002020691,375106,households under 1970 definition,2,76,female,29,,with health insurance coverage,grade 12,"some college, but less than 1 year",not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,0,0,501
2023,2023 acs,1116625,2023000528527,46,2023011166251,672141,households under 1970 definition,1,46,male,54,,no health insurance coverage,2 years of college,"associate's degree, type not specified",employed,at work,"yes, in the labor force",8555,3875,40,38000,38000,257
2023,2023 acs,707931,2023000706664,47,2023007079311,320226,households under 1970 definition,1,47,female,64,,with health insurance coverage,grade 12,regular high school diploma,employed,at work,"yes, in the labor force",4965,7890,37,67000,67000,431
2023,2023 acs,1095354,2023000268021,44,2023010953541,2030040,households under 1970 definition,1,44,male,44,,with health insurance coverage,grade 12,regular high school diploma,employed,at work,"yes, in the labor force",9720,7790,40,42600,42600,274
2023,2023 acs,903118,2023000105834,115,2023009031181,420936,households under 1970 definition,1,115,male,50,,with health insurance coverage,4 years of college,bachelor's degree,employed,at work,"yes, in the labor force",440,770,40,134000,134000,501
2023,2023 acs,408709,2023000470403,28,2023004087091,370013,households under 1970 definition,2,25,female,67,,with health insurance coverage,5+ years of college,master's degree,not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,21000,0,468
2023,2023 acs,1063694,2023000702217,88,2023010636941,60239,households under 1970 definition,3,133,female,28,,with health insurance coverage,grade 12,regular high school diploma,employed,at work,"yes, in the labor force",8740,5491,28,16900,14500,190
2023,2023 acs,799180,2023001395941,312,2023007991801,250029,households under 1970 definition,4,220,female,16,,with health insurance coverage,grade 9,grade 9,not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,0,0,170
2023,2023 acs,1303442,2023000407915,19,2023013034421,240048,households under 1970 definition,2,61,male,50,,with health insurance coverage,4 years of college,bachelor's degree,employed,at work,"yes, in the labor force",2310,7860,40,68000,68000,501
2023,2023 acs,566515,2023000884384,10,2023005665151,110120,households under 1970 definition,1,10,male,79,,with health insurance coverage,5+ years of college,master's degree,employed,at work,"yes, in the labor force",6050,170,30,58000,40000,354
2023,2023 acs,332814,2023000528330,95,2023003328141,830112,households under 1970 definition,1,95,male,75,,with health insurance coverage,4 years of college,bachelor's degree,not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,61850,0,501
2023,2023 acs,244609,2023000294043,75,2023002446091,70108,households under 1970 definition,2,73,female,8,,with health insurance coverage,nursery school to grade 4,grade 1,n/a,n/a,n/a,0,0,n/a,9999999,n/a,383
2023,2023 acs,585208,2023000881387,68,2023005852081,200021,households under 1970 definition,2,61,male,51,,with health insurance coverage,2 years of college,"associate's degree, type not specified",not in labor force,not in labor force,"no, not in the labor force",7740,7780,30,65100,25100,380
2023,2023 acs,630377,2023000381919,80,2023006303771,50624,households under 1970 definition,2,68,female,67,,with health insurance coverage,grade 12,regular high school diploma,not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,52000,0,501
2023,2023 acs,405670,2023000365130,135,2023004056701,80213,households under 1970 definition,3,130,male,11,,with health insurance coverage,nursery school to grade 4,grade 4,n/a,n/a,n/a,0,0,n/a,9999999,n/a,501
2023,2023 acs,1010752,2023000845236,73,2023010107521,530137,households under 1970 definition,4,71,male,15,,with health insurance coverage,grade 10,grade 10,n/a,n/a,n/a,0,0,n/a,0,n/a,501
2023,2023 acs,533327,2023001056646,23,2023005333271,50218,households under 1970 definition,1,23,female,59,,with health insurance coverage,grade 12,ged or alternative credential,employed,at work,"yes, in the labor force",5400,7870,13,23900,5400,154
2023,2023 acs,564460,2023000638050,41,2023005644601,10020,households under 1970 definition,1,42,female,69,,with health insurance coverage,grade 12,regular high school diploma,employed,at work,"yes, in the labor force",8740,5171,10,40400,6800,282
2023,2023 acs,1127093,2023001382407,218,2023011270931,510541,households under 1970 definition,2,196,female,42,,with health insurance coverage,2 years of college,"associate's degree, type not specified",not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,0,0,501
2023,2023 acs,863154,2023001020221,150,2023008631541,90734,households under 1970 definition,2,55,male,76,,with health insurance coverage,1 year of college,"1 or more years of college credit, no degree",not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,60000,0,501
2023,2023 acs,1482733,2023000610731,70,2023014827331,40054,households under 1970 definition,2,71,female,66,,with health insurance coverage,grade 12,regular high school diploma,not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,3900,0,36
2023,2023 acs,805441,2023001386114,101,2023008054411,60030,households under 1970 definition,2,88,male,29,,with health insurance coverage,grade 12,regular high school diploma,not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,10100,0,28
2023,2023 acs,116800,2023000214308,51,2023001168001,830306,households under 1970 definition,1,51,male,49,,with health insurance coverage,5+ years of college,doctoral degree,employed,at work,"yes, in the labor force",140,3390,40,150000,150000,501
2023,2023 acs,206433,2023001146565,69,2023002064331,373506,households under 1970 definition,4,83,male,10,,with health insurance coverage,nursery school to grade 4,grade 4,n/a,n/a,n/a,0,0,n/a,9999999,n/a,164
2023,2023 acs,191519,2023000991078,33,2023001915191,732206,households under 1970 definition,2,30,female,69,,with health insurance coverage,1 year of college,"1 or more years of college credit, no degree",not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,6000,0,486
2023,2023 acs,551697,2023000884840,383,2023005516971,10019,households under 1970 definition,2,651,female,26,,with health insurance coverage,grade 12,"some college, but less than 1 year",not in labor force,not in labor force,"no, not in the labor force",4600,8470,n/a,0,0,51
2023,2023 acs,667712,2023000722008,68,2023006677121,80525,households under 1970 definition,2,84,female,41,,with health insurance coverage,4 years of college,bachelor's degree,employed,at work,"yes, in the labor force",5940,8370,40,43000,43000,407
2023,2023 acs,195840,2023001035894,11,2023001958401,1070206,households under 1970 definition,2,11,female,76,,with health insurance coverage,2 years of college,"associate's degree, type not specified",not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,36900,0,458
2023,2023 acs,207101,2023001153507,192,2023002071011,290506,households under 1970 definition,3,180,female,16,,with health insurance coverage,grade 10,grade 10,not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,0,0,175
2023,2023 acs,411634,2023000568496,79,2023004116341,160513,households under 1970 definition,1,79,male,62,,with health insurance coverage,1 year of college,"1 or more years of college credit, no degree",employed,at work,"yes, in the labor force",4700,5392,40,122000,122000,501
2023,2023 acs,1177371,2023001111002,35,2023011773711,80342,households under 1970 definition,2,27,male,65,,with health insurance coverage,grade 12,regular high school diploma,not in labor force,not in labor force,"no, not in the labor force",8990,3770,n/a,15300,0,307
2023,2023 acs,484016,2023000750688,74,2023004840161,310717,households under 1970 definition,2,78,female,23,,with health insurance coverage,4 years of college,bachelor's degree,employed,at work,"yes, in the labor force",4110,8680,40,30000,30000,501
2023,2023 acs,255842,2023000954471,68,2023002558421,90108,households under 1970 definition,4,78,male,4,,with health insurance coverage,n/a or no schooling,no schooling completed,n/a,n/a,n/a,0,0,n/a,9999999,n/a,501
2023,2023 acs,1021616,2023001198989,83,2023010216161,310637,households under 1970 definition,1,83,female,43,,with health insurance coverage,4 years of college,bachelor's degree,employed,at work,"yes, in the labor force",4350,7480,35,175000,175000,501
2023,2023 acs,466699,2023000264849,33,2023004666991,1650017,households under 1970 definition,6,24,female,5,,with health insurance coverage,n/a or no schooling,no schooling completed,n/a,n/a,n/a,0,0,n/a,9999999,n/a,79
2023,2023 acs,221539,2023001303981,290,2023002215391,592506,households under 1970 definition,2,338,female,65,,with health insurance coverage,5+ years of college,master's degree,employed,at work,"yes, in the labor force",350,8090,60,185000,185000,501
2023,2023 acs,67634,2023000417230,44,2023000676341,120005,households under 1970 definition,3,17,male,33,,with health insurance coverage,grade 12,"12th grade, no diploma",not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,10800,0,501
2023,2023 acs,1250248,2023001044508,32,2023012502481,210247,households under 1970 definition,2,43,male,31,,with health insurance coverage,grade 12,regular high school diploma,not in labor force,not in labor force,"no, not in the labor force",4720,5276,n/a,0,0,501
2023,2023 acs,1460864,2023000648423,37,2023014608641,2110353,households under 1970 definition,1,37,male,49,,no health insurance coverage,n/a or no schooling,no schooling completed,employed,at work,"yes, in the labor force",4020,8680,40,35000,35000,178
2023,2023 acs,992922,2023000276542,58,2023009929221,70037,households under 1970 definition,1,58,male,68,,with health insurance coverage,grade 12,regular high school diploma,employed,at work,"yes, in the labor force",9130,6170,20,11300,11300,134
2023,2023 acs,1473368,2023001222515,7,2023014733681,2350153,households under 1970 definition,2,13,male,41,,with health insurance coverage,grade 10,grade 10,employed,at work,"yes, in the labor force",4720,5090,40,17600,17600,200
2023,2023 acs,675034,2023001086307,188,2023006750341,50625,households under 1970 definition,3,217,female,14,,with health insurance coverage,"grade 5, 6, 7, or 8",grade 8,n/a,n/a,n/a,0,0,n/a,9999999,n/a,501
2023,2023 acs,128284,2023000332636,66,2023001282841,1110206,households under 1970 definition,2,59,male,58,,with health insurance coverage,grade 12,regular high school diploma,not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,52000,0,501
2023,2023 acs,142154,2023000475460,32,2023001421541,711906,households under 1970 definition,1,32,male,59,,with health insurance coverage,5+ years of college,master's degree,employed,at work,"yes, in the labor force",1530,3390,40,190000,190000,501
2023,2023 acs,1059136,2023000571118,11,2023010591361,230039,households under 1970 definition,3,7,female,5,,with health insurance coverage,nursery school to grade 4,"nursery school, preschool",n/a,n/a,n/a,0,0,n/a,9999999,n/a,378
2023,2023 acs,328389,2023000455599,60,2023003283891,950612,households under 1970 definition,1,60,female,35,,with health insurance coverage,4 years of college,bachelor's degree,employed,at work,"yes, in the labor force",4110,8680,35,65000,65000,501
2023,2023 acs,126957,2023000318526,56,2023001269571,851206,households under 1970 definition,2,47,female,39,,with health insurance coverage,4 years of college,bachelor's degree,not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,0,0,501
2023,2023 acs,228020,2023001372200,102,2023002280201,373206,households under 1970 definition,5,103,female,10,,with health insurance coverage,nursery school to grade 4,grade 3,n/a,n/a,n/a,0,0,n/a,9999999,n/a,144
2023,2023 acs,194961,2023001026888,41,2023001949611,1110206,households under 1970 definition,2,38,female,44,,with health insurance coverage,4 years of college,bachelor's degree,employed,at work,"yes, in the labor force",705,7890,10,17000,7000,501
2023,2023 acs,244497,2023000287939,218,2023002444971,110108,households under 1970 definition,2,240,female,28,,with health insurance coverage,5+ years of college,master's degree,not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,0,0,310
2023,2023 acs,786065,2023000675583,66,2023007860651,270129,households under 1970 definition,2,52,male,43,,with health insurance coverage,5+ years of college,master's degree,employed,at work,"yes, in the labor force",20,7860,45,150000,150000,501
2023,2023 acs,746949,2023000882129,119,2023007469491,120027,households under 1970 definition,3,138,male,9,,with health insurance coverage,nursery school to grade 4,grade 3,n/a,n/a,n/a,0,0,n/a,9999999,n/a,501
2023,2023 acs,116770,2023000214021,32,2023001167701,751306,households under 1970 definition,6,36,female,1,,with health insurance coverage,n/a or no schooling,n/a,n/a,n/a,n/a,0,0,n/a,9999999,n/a,501
2023,2023 acs,635002,2023000661290,52,2023006350021,120524,households under 1970 definition,3,80,female,4,,with health insurance coverage,nursery school to grade 4,"nursery school, preschool",n/a,n/a,n/a,0,0,n/a,9999999,n/a,166
2023,2023 acs,1040567,2023000037358,58,2023010405671,330139,households under 1970 definition,1,58,female,32,,no health insurance coverage,grade 12,"some college, but less than 1 year",employed,at work,"yes, in the labor force",5740,770,25,25000,25000,369
2023,2023 acs,189633,2023000971772,169,2023001896331,290706,households under 1970 definition,2,189,female,32,,with health insurance coverage,5+ years of college,master's degree,not in labor force,not in labor force,"no, not in the labor force",440,7590,n/a,0,0,501
2023,2023 acs,1103718,2023001055542,138,2023011037181,2040040,households under 1970 definition,2,141,female,67,,with health insurance coverage,1 year of college,"1 or more years of college credit, no degree",not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,2270,0,139
2023,2023 acs,470740,2023000379877,10,2023004707401,310817,households under 1970 definition,5,11,female,11,,with health insurance coverage,"grade 5, 6, 7, or 8",grade 5,n/a,n/a,n/a,0,0,n/a,9999999,n/a,501
2023,2023 acs,493047,2023001000418,104,2023004930471,1990017,households under 1970 definition,1,104,male,65,,with health insurance coverage,2 years of college,"associate's degree, type not specified",not in labor force,not in labor force,"no, not in the labor force",7330,2380,n/a,41500,0,446
2023,2023 acs,124122,2023000289442,135,2023001241221,11606,households under 1970 definition,2,179,male,54,,with health insurance coverage,n/a or no schooling,no schooling completed,employed,at work,"yes, in the labor force",705,190,40,105000,105000,427
2023,2023 acs,604746,2023000745361,147,2023006047461,180022,households under 1970 definition,2,135,male,39,,with health insurance coverage,5+ years of college,master's degree,employed,at work,"yes, in the labor force",8990,1870,40,79000,75000,453
2023,2023 acs,1072278,2023000951343,17,2023010722781,70239,households under 1970 definition,2,63,female,29,,with health insurance coverage,1 year of college,"1 or more years of college credit, no degree",employed,at work,"yes, in the labor force",4055,8680,32,7500,7500,37
2023,2023 acs,149073,2023000547706,152,2023001490731,1070306,households under 1970 definition,3,155,female,23,,with health insurance coverage,grade 12,regular high school diploma,employed,at work,"yes, in the labor force",9640,1090,40,18500,18500,156
2023,2023 acs,9398,2023000383969,36,2023000093981,180201,households under 1970 definition,4,46,male,46,,with health insurance coverage,4 years of college,bachelor's degree,employed,at work,"yes, in the labor force",440,6991,40,100000,100000,501
2023,2023 acs,279134,2023001235506,243,2023002791341,2050009,households under 1970 definition,3,486,female,19,,with health insurance coverage,grade 12,"some college, but less than 1 year",employed,at work,"yes, in the labor force",4110,8680,30,5500,5500,501
2023,2023 acs,1244682,2023000770904,236,2023012446821,230047,households under 1970 definition,1,236,male,29,,with health insurance coverage,grade 12,regular high school diploma,employed,at work,"yes, in the labor force",7360,770,45,56000,56000,198
2023,2023 acs,1248459,2023000953631,57,2023012484591,50147,households under 1970 definition,4,43,female,14,,with health insurance coverage,"grade 5, 6, 7, or 8",grade 8,n/a,n/a,n/a,0,0,n/a,9999999,n/a,501
2023,2023 acs,151152,2023000569109,88,2023001511521,190706,households under 1970 definition,3,103,male,32,,with health insurance coverage,grade 12,regular high school diploma,employed,at work,"yes, in the labor force",6540,770,40,60000,60000,380
2023,2023 acs,1360322,2023001132055,34,2023013603221,590148,households under 1970 definition,7,62,male,3,,with health insurance coverage,n/a or no schooling,no schooling completed,n/a,n/a,n/a,0,0,n/a,9999999,n/a,63
2023,2023 acs,50117,2023000869369,63,2023000501171,190404,households under 1970 definition,2,60,male,43,,with health insurance coverage,5+ years of college,professional degree beyond a bachelor's degree,employed,at work,"yes, in the labor force",3090,7970,60,559000,559000,501
2023,2023 acs,1271933,2023000001965,13,2023012719331,260048,households under 1970 definition,2,14,female,37,,with health insurance coverage,4 years of college,bachelor's degree,not in labor force,not in labor force,"no, not in the labor force",3255,7860,n/a,0,0,188
2023,2023 acs,1199142,2023000036888,65,2023011991421,130145,households under 1970 definition,2,63,female,79,,with health insurance coverage,grade 12,"some college, but less than 1 year",not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,23000,0,501
2023,2023 acs,1317055,2023000581226,44,2023013170551,210248,households under 1970 definition,2,41,female,77,,with health insurance coverage,grade 12,regular high school diploma,not in labor force,not in labor force,"no, not in the labor force",0,0,n/a,19500,0,259
2023,2023 acs,1043826,2023000130025,108,2023010438261,370339,households under 1970 definition,2,212,female,26,,with health insurance coverage,grade 12,regular high school diploma,not in labor force,not in labor force,"no, not in the labor force",9130,8680,30,6300,2500,249
2023,2023 acs,989167,2023000156579,116,2023009891671,310637,households under 1970 definition,2,120,male,21,,with health insurance coverage,1 year of college,"1 or more years of college credit, no degree",employed,at work,"yes, in the labor force",9310,8590,40,40100,40000,230
